# stable entry ID (do not change if users may have marked as known),# Swedish word (lemma),# verb | adjective | adverb | noun | numeral | etc.,# English translation,# Brazilian Portuguese translation,# semicolon-separated inflected forms for search,# optional CEFR level (A1–C2),# optional raw corpus frequency (Kelly),# optional words-per-million frequency (Kelly),# practice | kelly | manual,# example 1 Swedish sentence,# example 1 English gloss,# example 1 Portuguese gloss,# optional: past | present | future,# optional tokens: word|lemma|en|pt;word2|lemma2|en2|pt2,# example 2 Swedish (verbs: present tense),# example 2 English,# example 2 Portuguese,# example 2 tense key,# example 2 token breakdown,# example 3 Swedish (verbs: future tense),# example 3 English,# example 3 Portuguese,# example 3 tense key,# example 3 token breakdown,# optional usage note (Kelly source text)
id,lemma,type,english,portuguese,forms,cefr,frequency,wpm,source,ex1_sv,ex1_en,ex1_pt,ex1_tense,ex1_tokens,ex2_sv,ex2_en,ex2_pt,ex2_tense,ex2_tokens,ex3_sv,ex3_en,ex3_pt,ex3_tense,ex3_tokens,usage_note
kelly-863-argument,argument,noun,argument,argumento,argument,A1,13075,114.69,kelly,Det är ett bra argument för att köpa bilen.,That is a good argument for buying the car.,Esse é um bom argumento para comprar o carro.,,Det|det|it|isso;är|är|is|é;ett|ett|a|um;bra|bra|good|bom;argument|argument|argument|argumento;för|för|—|—;att|att|—|—;köpa|köpa|—|—;bilen.|bilen|—|—,Hon har ett starkt argument mot deras nya plan.,She has a strong argument against their new plan.,Ela tem um argumento forte contra o novo plano deles.,,Hon|hon|she|ela;har|har|has|tem;ett|ett|a|um;starkt|starkt|—|—;argument|argument|argument|argumento;mot|mot|towards|em direção a;deras|deras|—|—;nya|nya|—|—;plan.|plan|—|—,Ditt sista argument gjorde mig mycket glad idag.,Your last argument made me very happy today.,Seu último argumento me deixou muito feliz hoje.,,Ditt|ditt|—|—;sista|sista|—|—;argument|argument|argument|argumento;gjorde|gjorde|—|—;mig|mig|me|me;mycket|mycket|much|muito;glad|glad|happy|feliz;idag.|idag|today|hoje,
kelly-3581-argumentation,argumentation,noun,argumentation,argumentação,argumentation,B1,1764,15.47,kelly,,,,,,,,,,,,,,,,
kelly-2314-argumentera,argumentera,verb,argue / discuss,argumentar,argumentera;argumenterade,A2,3583,31.43,kelly,De argumenterade länge om den svåra frågan igår.,They argued for a long time about the difficult question yesterday.,Eles argumentaram por muito tempo sobre a questão difícil ontem.,past,De|de|they|eles;argumenterade|argumenterade|—|—;länge|länge|long|muito tempo;om|om|about|sobre;den|den|it|ele;svåra|svåra|—|—;frågan|frågan|—|—;igår.|igår|yesterday|ontem,Min vän brukar argumentera för en bättre miljö.,My friend usually argues for a better environment.,Meu amigo costuma argumentar por um meio ambiente melhor.,present,Min|min|—|—;vän|vän|—|—;brukar|brukar|—|—;argumentera|argumentera|argue|argumentar;för|för|—|—;en|en|a|um;bättre|bättre|—|—;miljö.|miljö|—|—,Vi kommer att argumentera mot förslaget nästa vecka.,We will argue against the proposal next week.,Nós vamos argumentar contra a proposta na próxima semana.,future,Vi|vi|we|nós;kommer|kommer|—|—;att|att|—|—;argumentera|argumentera|argue|argumentar;mot|mot|towards|em direção a;förslaget|förslaget|—|—;nästa|nästa|—|—;vecka.|vecka|—|—,
kelly-8340-aritmetisk,aritmetisk,adjective,arithmetical / arithmetic,aritmético,aritmetisk,C2,,0.26,kelly,,,,,,,,,,,,,,,,
kelly-6692-ark,ark,noun,ark / sheet,arca / folha,ark,C1,,4.37,kelly,,,,,,,,,,,,,,,,
kelly-6866-arkeolog,arkeolog,noun,archaeologist / archeologist,arqueólogo / arqueóloga,arkeolog,C1,,3.85,kelly,,,,,,,,,,,,,,,,
kelly-5940-arkeologisk,arkeologisk,adjective,archaeological / archeological,arqueológico,arkeologisk,C1,,6.46,kelly,,,,,,,,,,,,,,,,
kelly-3592-arkitekt,arkitekt,noun,architect,arquiteto / arquiteta,arkitekt,B1,1754,15.39,kelly,,,,,,,,,,,,,,,,
kelly-7487-arkitektonisk,arkitektonisk,adjective,architectural / architectonic,arquitectónico / arquitetural,arkitektonisk,C2,,2.36,kelly,,,,,,,,,,,,,,,,
kelly-3717-arkitektur,arkitektur,noun,architecture,arquitetura,arkitektur,B1,1672,14.67,kelly,,,,,,,,,,,,,,,,
kelly-2944-arkiv,arkiv,noun,archive / library,arquivo,arkiv,B1,2485,21.8,kelly,Vi besökte stadens gamla arkiv för att hitta dokument.,We visited the city's old archive to find documents.,Nós visitamos o arquivo antigo da cidade para encontrar documentos.,,Vi|vi|We|Nós;besökte|besökte|visited|visitamos;stadens|stadens|city's|da cidade;gamla|gamla|old|antigo;arkiv|arkiv|archive|arquivo;för|för|to|para;att|att|to|encontrar;hitta|hitta|find|encontrar;dokument.|dokument|documents.|documentos.,Dessa fotografier finns bevarade i ett digitalt arkiv.,These photographs are preserved in a digital archive.,Estas fotografias estão preservadas em um arquivo digital.,,Dessa|dessa|These|Estas;fotografier|fotografier|photographs|fotografias;finns|finns|are|estão;bevarade|bevarade|preserved|preservadas;i|i|in|em;ett|ett|a|um;digitalt|digitalt|digital|digital;arkiv.|arkiv|archive.|arquivo.,Hon söker information i universitetets stora arkiv.,She is searching for information in the university's large archive.,Ela está procurando informações no grande arquivo da universidade.,,Hon|hon|She|Ela;söker|söker|is searching|está procurando;information|information|for information|informações;i|i|in|no;universitetets|universitetets|university's|da universidade;stora|stora|large|grande;arkiv.|arkiv|archive.|arquivo.,
kelly-7545-arkivera,arkivera,verb,archive / file,arquivar,arkivera,C2,,2.22,kelly,,,,,,,,,,,,,,,,
kelly-1718-arm,arm,noun,arm,braço,arm,A2,5523,48.45,kelly,Hon har en stark arm efter mycket träning på gymmet.,She has a strong arm after a lot of gym training.,Ela tem um braço forte depois de muito treino na academia.,,Hon|hon|she|ela;har|har|has|tem;en|en|a|um;stark|stark|—|—;arm|arm|arm|braço;efter|efter|—|—;mycket|mycket|much|muito;träning|träning|—|—;på|på|on|em;gymmet.|gymmet|—|—,Pojken bröt sin högra arm när han föll från trädet.,The boy broke his right arm when he fell from the tree.,O menino quebrou o braço direito quando caiu da árvore.,,Pojken|pojken|—|—;bröt|bröt|—|—;sin|sin|—|—;högra|högra|—|—;arm|arm|arm|braço;när|när|when|quando;han|han|he|ele;föll|föll|—|—;från|från|from|de;trädet.|trädet|—|—,Läkaren tog min arm för att mäta mitt blodtryck idag.,The doctor took my arm to measure my blood pressure today.,O médico pegou meu braço para medir minha pressão arterial hoje.,,Läkaren|läkaren|—|—;tog|tog|—|—;min|min|—|—;arm|arm|arm|braço;för|för|—|—;att|att|—|—;mäta|mäta|—|—;mitt|mitt|—|—;blodtryck|blodtryck|—|—;idag.|idag|today|hoje,
kelly-8209-armbandsur,armbandsur,noun,wristwatch / wrist watch,relógio de pulso,armbandsur,C2,,0.6,kelly,,,,,,,,,,,,,,,,
kelly-7722-armbage,armbåge,noun,elbow,cotovelo,armbåge,C2,,1.79,kelly,,,,,,,,,,,,,,,,
kelly-1512-arme,armé,noun,army,exército,armé,A2,6580,57.72,kelly,Hennes bror arbetar i en stor armé utomlands.,Her brother works in a large army abroad.,O irmão dela trabalha em um grande exército no exterior.,,Hennes|hennes|—|—;bror|bror|—|—;arbetar|arbetar|—|—;i|i|in|em;en|en|a|um;stor|stor|—|—;armé|armé|army|exército;utomlands.|utomlands|—|—,Många unga soldater gick med i landets armé.,Many young soldiers joined the country's army.,Muitos jovens soldados entraram para o exército do país.,,Många|många|—|—;unga|unga|—|—;soldater|soldater|—|—;gick|gick|—|—;med|med|with|com;i|i|in|em;landets|landets|—|—;armé.|armé|army|exército,Denna armé skyddar folket under svåra tider.,This army protects the people during difficult times.,Este exército protege o povo durante tempos difíceis.,,Denna|denna|—|—;armé|armé|army|exército;skyddar|skyddar|—|—;folket|folket|—|—;under|under|—|—;svåra|svåra|—|—;tider.|tider|—|—,
kelly-3438-arrangemang,arrangemang,noun,arrangement / entertainment,acordo,arrangemang,B1,1913,16.78,kelly,,,,,,,,,,,,,,,,
kelly-2778-arrangera,arrangera,verb,arrange,arranjar,arrangera;arrangerade;arrangerar,A2,2730,23.95,kelly,Vi arrangerade en stor fest förra helgen.,We arranged a big party last weekend.,Nós arranjamos uma grande festa no último fim de semana.,past,Vi|vi|We|Nós;arrangerade|arrangerade|arranged|arranjamos;en|en|a|uma;stor|stor|big|grande;fest|fest|party|festa;förra|förra|last|último;helgen.|helgen|weekend.|fim de semana.,Hon arrangerar blommorna i en vacker vas.,She arranges the flowers in a beautiful vase.,Ela arranja as flores em um vaso bonito.,present,Hon|hon|She|Ela;arrangerar|arrangerar|arranges|arranja;blommorna|blommorna|the flowers|as flores;i|i|in|em;en|en|a|um;vacker|vacker|beautiful|bonito;vas.|vas|vase.|vaso.,De ska arrangera ett möte i morgon bitti.,They will arrange a meeting tomorrow morning.,Eles vão arranjar uma reunião amanhã de manhã.,future,De|de|They|Eles;ska|ska|will|vão;arrangera|arrangera|arrange|arranjar;ett|ett|a|uma;möte|möte|meeting|reunião;i|i|in|em;morgon|morgon|tomorrow|amanhã;bitti.|bitti|morning.|de manhã.,
kelly-4403-arrangor,arrangör,noun,organizer / host,organizador,arrangör,B2,1250,10.96,kelly,,,,,,,,,,,,,,,,
kelly-8033-arrest,arrest,noun,confinement,confinamento,arrest,C2,,1.07,kelly,,,,,,,,,,,,,,,,
kelly-5634-arrestera,arrestera,verb,arrest,prender,arrestera,C1,801,7.03,kelly,,,,,,,,,,,,,,,,
kelly-7509-arrestering,arrestering,noun,apprehension,prisão,arrestering,C2,,2.31,kelly,,,,,,,,,,,,,,,,
kelly-804-art,art,noun,species / kind,espécie / tipo,art,A1,14114,123.8,kelly,Vilken art av fågel är det där?,Which species of bird is that?,Qual espécie de pássaro é aquela?,,Vilken|vilken|—|—;art|art|species|espécie;av|av|—|—;fågel|fågel|—|—;är|är|is|é;det|det|it|isso;där?|där|there|lá,Det finns en ovanlig art av blomma här.,There is an unusual kind of flower here.,Existe um tipo incomum de flor aqui.,,Det|det|it|isso;finns|finns|—|—;en|en|a|um;ovanlig|ovanlig|—|—;art|art|species|espécie;av|av|—|—;blomma|blomma|—|—;här.|här|here|aqui,Varje art har sin egen unika historia.,Every species has its own unique history.,Cada espécie tem sua própria história única.,,Varje|varje|—|—;art|art|species|espécie;har|har|has|tem;sin|sin|—|—;egen|egen|—|—;unika|unika|—|—;historia.|historia|—|—,
kelly-6681-artificiell,artificiell,adjective,artificial,artificial,artificiell,C1,,4.4,kelly,,,,,,,,,,,,,,,,
kelly-7180-artig,artig,adjective,polite,polido / educado,artig,C2,,3.03,kelly,,,,,,,,,,,,,,,,
kelly-268-artikel,artikel,noun,article,artigo,artikel,A1,57147,501.28,kelly,Jag läser en intressant artikel i tidningen idag.,I am reading an interesting article in the newspaper today.,Eu estou lendo um artigo interessante no jornal hoje.,,Jag|jag|I|eu;läser|läser|—|—;en|en|a|um;intressant|intressant|—|—;artikel|artikel|article|artigo;i|i|in|em;tidningen|tidningen|—|—;idag.|idag|today|hoje,Den här korta artikeln handlar om svensk mat.,This short article is about Swedish food.,Este artigo curto é sobre comida sueca.,,Den|den|it|ele;här|här|here|aqui;korta|korta|—|—;artikeln|artikeln|—|—;handlar|handlar|—|—;om|om|about|sobre;svensk|svensk|—|—;mat.|mat|food|comida,Hon skrev en vetenskaplig artikel för sin skola.,She wrote a scientific article for her school.,Ela escreveu um artigo científico para sua escola.,,Hon|hon|she|ela;skrev|skrev|—|—;en|en|a|um;vetenskaplig|vetenskaplig|—|—;artikel|artikel|article|artigo;för|för|—|—;sin|sin|—|—;skola.|skola|—|—,
kelly-8183-artikulera,artikulera,verb,enunciate,enunciar,artikulera,C2,,0.66,kelly,,,,,,,,,,,,,,,,
kelly-1733-artist,artist,noun,performer,artista,artist,A2,5466,47.95,kelly,Min syster är en mycket duktig artist.,My sister is a very talented artist.,Minha irmã é uma artista muito talentosa.,,Min|min|—|—;syster|syster|—|—;är|är|is|é;en|en|a|um;mycket|mycket|much|muito;duktig|duktig|—|—;artist.|artist|performer|artista,Den kända artisten sjunger på stora konserter.,The famous artist sings at big concerts.,O artista famoso canta em grandes shows.,,Den|den|it|ele;kända|kända|—|—;artisten|artisten|—|—;sjunger|sjunger|—|—;på|på|on|em;stora|stora|—|—;konserter.|konserter|—|—,Varje artist behöver en bra scen för publiken.,Every artist needs a good stage for the audience.,Todo artista precisa de um bom palco para o público.,,Varje|varje|—|—;artist|artist|performer|artista;behöver|behöver|—|—;en|en|a|um;bra|bra|good|bom;scen|scen|—|—;för|för|—|—;publiken.|publiken|—|—,
kelly-2-arton,arton,numeral,eighteen,dezoito,arton,A1,,1000000,kelly,,,,,,,,,,,,,,,,
kelly-2387-arv,arv,noun,heritage / legacy,herança,arv,A2,3452,30.28,kelly,Hennes stora arv kommer från hennes gamla farmor.,Her large inheritance comes from her old grandmother.,A grande herança dela vem da sua avó antiga.,,Hennes|hennes|—|—;stora|stora|—|—;arv|arv|heritage|herança;kommer|kommer|—|—;från|från|from|de;hennes|hennes|—|—;gamla|gamla|—|—;farmor.|farmor|—|—,Han vill bevara vårt kulturella arv för framtiden.,He wants to preserve our cultural heritage for the future.,Ele quer preservar nossa herança cultural para o futuro.,,Han|han|he|ele;vill|vill|—|—;bevara|bevara|—|—;vårt|vårt|—|—;kulturella|kulturella|—|—;arv|arv|heritage|herança;för|för|—|—;framtiden.|framtiden|—|—,Detta vackra hus är ett viktigt arv från pappa.,This beautiful house is an important legacy from dad.,Esta casa bonita é uma herança importante do papai.,,Detta|detta|—|—;vackra|vackra|—|—;hus|hus|—|—;är|är|is|é;ett|ett|a|um;viktigt|viktigt|—|—;arv|arv|heritage|herança;från|från|from|de;pappa.|pappa|—|—,
kelly-7938-arvinge,arvinge,noun,heir / inheritor,herdeiro,arvinge,C2,,1.28,kelly,,,,,,,,,,,,,,,,
kelly-7590-arvode,arvode,noun,fee,honorário,arvode,C2,,2.11,kelly,,,,,,,,,,,,,,,,
kelly-6595-asfalt,asfalt,noun,asphalt / tarmac,asfalto,asfalt,C1,,4.7,kelly,,,,,,,,,,,,,,,,
kelly-4776-asiatisk,asiatisk,adjective,Asian,asiático,asiatisk,B2,1077,9.45,kelly,,,,,,,,,,,,,,,,
kelly-4821-ask,ask,noun,ash / European ash,freixo / caixa,ask,B2,1056,9.26,kelly,,,,,,,,,,,,,,,,
kelly-5206-aska,aska,noun,ash / ashes,cinzas / cinza,aska,B2,917,8.04,kelly,,,,,,,,,,,,,,,,
kelly-8362-askkopp,askkopp,noun,ashtray,cinzeiro,askkopp,C2,,0.19,kelly,,,,,,,,,,,,,,,,
kelly-1672-aspekt,aspekt,noun,aspect,aspecto,aspekt,A2,5725,50.22,kelly,Det här är en viktig aspekt av vårt arbete.,This is an important aspect of our work.,Este é um aspecto importante do nosso trabalho.,,Det|det|it|isso;här|här|here|aqui;är|är|is|é;en|en|a|um;viktig|viktig|—|—;aspekt|aspekt|aspect|aspecto;av|av|—|—;vårt|vårt|—|—;arbete.|arbete|—|—,Vi måste granska varje aspekt av planen noga.,We must examine every aspect of the plan carefully.,Nós precisamos examinar cada aspecto do plano cuidadosamente.,,Vi|vi|we|nós;måste|måste|—|—;granska|granska|—|—;varje|varje|—|—;aspekt|aspekt|aspect|aspecto;av|av|—|—;planen|planen|—|—;noga.|noga|carefully|atentamente,Språket har en fascinerande kulturell aspekt för mig.,The language has a fascinating cultural aspect for me.,A língua tem um aspecto cultural fascinante para mim.,,Språket|språket|—|—;har|har|has|tem;en|en|a|um;fascinerande|fascinerande|—|—;kulturell|kulturell|—|—;aspekt|aspekt|aspect|aspecto;för|för|—|—;mig.|mig|me|me,
kelly-6587-assistans,assistans,noun,assistance,advogado,assistans,C1,,4.73,kelly,,,,,,,,,,,,,,,,
kelly-5556-assistent,assistent,noun,assistant,assistente,assistent,B2,820,7.19,kelly,,,,,,,,,,,,,,,,
kelly-7683-assistera,assistera,verb,assist,ajudar,assistera,C2,,1.87,kelly,,,,,,,,,,,,,,,,
kelly-5769-association,association,noun,association,associação,association,C1,768,6.74,kelly,,,,,,,,,,,,,,,,
kelly-6111-associera,associera,verb,associate,associar,associera,C1,707,6.2,kelly,,,,,,,,,,,,,,,,
kelly-7388-astma,astma,noun,asthma,asma,astma,C2,,2.59,kelly,,,,,,,,,,,,,,,,
kelly-4604-asyl,asyl,noun,political asylum / asylum,asilo,asyl,B2,1155,10.13,kelly,,,,,,,,,,,,,,,,e.g. söka/få asyl
kelly-4980-ateist,ateist,noun,atheist,ateísta / ateu,ateist,B2,992,8.7,kelly,,,,,,,,,,,,,,,,
kelly-8203-atlet,atlet,noun,athlete,atleta,atlet,C2,,0.61,kelly,,,,,,,,,,,,,,,,
kelly-8201-atletisk,atletisk,adjective,athletic,atlético,atletisk,C2,,0.61,kelly,,,,,,,,,,,,,,,,
kelly-3012-atmosfar,atmosfär,noun,atmosphere,atmosfera,atmosfär,B1,2391,20.97,kelly,Det är en trevlig atmosfär i det här gamla caféet.,There is a pleasant atmosphere in this old café.,Há uma atmosfera agradável neste café antigo.,,Det|det|this|este;är|är|is|é;en|en|a|uma;trevlig|trevlig|pleasant|agradável;atmosfär|atmosfär|atmosphere|atmosfera;i|i|in|em;det|det|this|este;här|här|here|aqui;gamla|gamla|old|antigo;caféet.|caféet|café.|café.,Jordens atmosfär skyddar oss mot solens starka strålar.,The Earth's atmosphere protects us from the sun's strong rays.,A atmosfera da Terra nos protege dos raios fortes do sol.,,Jordens|jordens|Earth's|da Terra;atmosfär|atmosfär|atmosphere|atmosfera;skyddar|skyddar|protects|protege;oss|oss|us|nos;mot|mot|from|dos;solens|solens|sun's|do sol;starka|starka|strong|fortes;strålar.|strålar|rays.|raios.,Kvällens fest hade en mycket spännande atmosfär.,The evening's party had a very exciting atmosphere.,A festa da noite tinha uma atmosfera muito empolgante.,,Kvällens|kvällens|The evening's|A da noite;fest|fest|party|festa;hade|hade|had|tinha;en|en|a|uma;mycket|mycket|very|muito;spännande|spännande|exciting|empolgante;atmosfär.|atmosfär|atmosphere.|atmosfera.,
kelly-8096-atmosfarisk,atmosfärisk,adjective,atmospheric,atmosférico,atmosfärisk,C2,,0.88,kelly,,,,,,,,,,,,,,,,
kelly-5167-atom,atom,noun,atom,átomo,atom,B2,926,8.12,kelly,,,,,,,,,,,,,,,,
kelly-99-att,att,conjunction,that / to,que,att,A1,1284991,11271.57,kelly,Det är roligt att lära sig ett nytt språk.,It is fun to learn a new language.,É divertido aprender um novo idioma.,,Det|det|it|isso;är|är|is|é;roligt|roligt|—|—;att|att|that|que;lära|lära|—|—;sig|sig|oneself|se;ett|ett|a|um;nytt|nytt|—|—;språk.|språk|—|—,Jag vill gå ut för att köpa lite mat.,I want to go out to buy some food.,Eu quero sair para comprar um pouco de comida.,,Jag|jag|I|eu;vill|vill|—|—;gå|gå|—|—;ut|ut|out|fora;för|för|—|—;att|att|that|que;köpa|köpa|—|—;lite|lite|—|—;mat.|mat|food|comida,Hon har mycket att göra på sitt kontor idag.,She has a lot to do at her office today.,Ela tem muito a fazer no seu escritório hoje.,,Hon|hon|she|ela;har|har|has|tem;mycket|mycket|much|muito;att|att|that|que;göra|göra|—|—;på|på|on|em;sitt|sitt|—|—;kontor|kontor|—|—;idag.|idag|today|hoje,
